Customer Number,Service Level, Campaign Period Sales , Date of Last Transaction ,Date of First Purchase,Number of Transactions,Do Not Direct Mail Solicit,Do Not Email,Do Not Telemarket,Repurchase Method,Last Transaction Channel,Email Available,Desk,Executive Chair,Standard Chair,Monitor,Printer,Computer,Insurance,Toner,Office Supplies,Number of Employees,Language
10741923,Premier," $ 1,654.57 ",5/26/2013,1/22/2010,4,TRUE,TRUE,TRUE,NOTICE,BRANCH (POS),TRUE,N,N,N,N,N,N,Y,N,N, ,
31504194,Premier, $ 524.99 ,1/14/2013,7/1/1995,19,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,TRUE,N,N,N,N,Y,N,N,N,Y,11-50,English
14495513,Premier, $ 433.33 ,1/10/2014,4/17/1996,22,TRUE,FALSE,TRUE,AUTO RENEW,AUTO RENEW,TRUE,N,N,N,N,N,N,N,N,Y,11-50,English
4878483,Standard, $ 445.43 ,12/16/2009,4/22/1996,29,FALSE,FALSE,FALSE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,Y,N,Y,6-10,English
23855798,Standard, $ 342.76 ,12/22/2011,4/22/1996,11,FALSE,FALSE,FALSE,NOTICE,MAIL,TRUE,Y,N,N,N,N,N,N,N,Y,6-10,English
15506806,Standard, $ 258.04 ,8/20/2013,10/3/1995,13,FALSE,FALSE,FALSE,NOTICE,MAIL,FALSE,N,N,N,N,N,N,Y,N,Y,6-10,English
12807314,Premier, $ 562.30 ,5/24/2012,9/28/1995,21,FALSE,FALSE,FALSE,NOTICE,MAIL,FALSE,N,N,N,N,N,N,N,N,Y,51-100,
11152803,Standard, $ 400.68 ,1/22/2010,7/25/2002,16,FALSE,FALSE,FALSE,AUTO RENEW,PHONE,TRUE,N,N,N,N,N,N,N,N,Y,1-5,English
54024728,Premier," $ 1,773.22 ",1/7/2013,10/1/1995,3,FALSE,FALSE,FALSE,NOTICE,BRANCH (POS),TRUE,N,N,N,N,N,N,N,N,N, ,
10530594,Standard, $ 96.13 ,1/2/2016,12/6/1996,17,FALSE,FALSE,FALSE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,N,N,Y,1-5,English
20457650,Premier, $ 422.91 ,10/9/2012,1/29/1996,11,TRUE,TRUE,TRUE,NOTICE,MAIL,FALSE,N,N,N,N,N,N,N,N,Y,11-50,English
29443664,Premier," $ 1,312.40 ",1/8/2015,3/21/1988,13,FALSE,TRUE,FALSE,NOTICE,WEB,TRUE,N,N,N,N,N,N,N,N,Y,500+,English
31689472,Premier, $ 368.19 ,6/23/2011,1/29/1996,16,FALSE,FALSE,FALSE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,N,N,Y,6-10,English
23539528,Standard," $ 3,469.27 ",9/18/2012,7/14/2015,1,FALSE,FALSE,FALSE,AUTO RENEW,PHONE,TRUE,Y,N,N,N,N,N,N,N,N, ,
24315504,Standard," $ 2,329.13 ",8/23/2005,2/24/2014,6,TRUE,TRUE,TRUE,NOTICE,MAIL,FALSE,Y,N,N,N,N,N,N,N,Y,101-500,English
31221154,Premier, $ 447.63 ,6/4/2012,10/3/1995,18,FALSE,FALSE,FALSE,NOTICE,MAIL,FALSE,N,N,N,N,N,N,N,N,Y,11-50,English
18178760,Standard," $ 2,604.50 ",11/9/2012,8/26/1995,4,TRUE,TRUE,TRUE,NOTICE,MAIL,FALSE,N,N,N,N,N,N,N,N,N, ,
34616666,Standard, $ 336.13 ,2/8/2012,11/12/2008,20,FALSE,FALSE,FALSE,NOTICE,BRANCH (PHONE),TRUE,N,N,N,N,N,N,Y,N,Y,6-10,English
23991077,Standard, $ 372.00 ,5/27/2011,4/22/1996,12,FALSE,FALSE,FALSE,NOTICE,WEB,TRUE,N,N,N,N,N,N,N,N,Y,6-10,English
11960137,Premier, $ 333.28 ,1/11/2014,1/29/1996,22,FALSE,FALSE,FALSE,NOTICE,WEB,TRUE,N,N,N,N,N,N,N,N,Y,11-50,English
3721082,Premier, $ 466.17 ,8/31/2011,4/5/1995,21,FALSE,TRUE,FALSE,AUTO RENEW,AUTO RENEW,TRUE,N,N,N,N,N,N,Y,N,Y,6-10,English
14340944,Standard, $ 304.60 ,2/18/2012,4/10/1995,28,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,TRUE,N,N,N,N,N,N,N,N,Y,1-5,English
14685987,Premier, $ 362.66 ,11/10/2013,7/25/2005,18,FALSE,FALSE,FALSE,NOTICE,BRANCH (POS),TRUE,N,Y,N,N,N,N,N,N,Y,51-100,English
34133380,Premier, $ 405.60 ,9/28/2010,4/22/1996,20,FALSE,FALSE,FALSE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,N,N,Y,6-10,English
6253090,Premier, $ 351.47 ,12/14/2012,4/5/1995,19,TRUE,TRUE,TRUE,NOTICE,MAIL,TRUE,N,Y,N,N,N,N,Y,N,Y,6-10,English
17424671,Premier, $ 317.33 ,6/21/2012,4/11/2007,22,FALSE,FALSE,FALSE,NOTICE,WEB,TRUE,N,N,N,N,N,N,Y,N,Y,6-10,English
31786361,Standard," $ 2,444.67 ",11/6/2011,4/22/1996,26,FALSE,FALSE,FALSE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,N,N,Y, ,English
26573214,Standard," $ 2,546.67 ",12/27/2012,3/31/1994,6,FALSE,FALSE,FALSE,NOTICE,WEB,TRUE,N,N,N,N,N,N,N,N,N, ,
9875209,Premier," $ 1,256.08 ",10/30/2012,12/30/2002,20,FALSE,FALSE,FALSE,NOTICE,MAIL,FALSE,N,Y,N,N,N,N,N,N,Y,101-500,English
12092136,Standard," $ 1,377.78 ",4/27/2016,5/1/1996,5,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,TRUE,N,N,N,N,N,N,N,N,N, ,
26609256,Premier, $ 126.70 ,3/19/2016,1/29/1996,21,FALSE,FALSE,FALSE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,N,N,Y,6-10,English
11753153,Premier, $ 466.19 ,7/21/2009,4/3/2006,10,FALSE,FALSE,FALSE,NOTICE,WEB,TRUE,N,N,N,N,N,N,N,N,Y,6-10,English
17776526,Standard, $ 118.34 ,5/17/2016,4/6/1986,22,FALSE,FALSE,FALSE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,Y,N,Y,6-10,English
26816107,Standard, $ 365.73 ,8/7/2014,12/9/2014,18,FALSE,FALSE,FALSE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,N,N,Y,51-100,English
8998425,Standard, $ 285.52 ,2/4/2013,7/19/1995,16,FALSE,TRUE,FALSE,NOTICE,WEB,TRUE,Y,N,Y,N,N,N,N,N,Y,6-10,English
53488869,Premier," $ 2,692.00 ",9/1/2013,4/6/1984,5,FALSE,FALSE,FALSE,NOTICE,PHONE,TRUE,N,Y,N,N,N,N,Y,Y,N, ,
19199371,Premier, $ 668.73 ,3/15/2011,5/2/1996,18,FALSE,FALSE,FALSE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,N,N,Y,51-100,English
16610435,Premier, $ 567.37 ,5/3/2012,2/5/2007,15,TRUE,TRUE,TRUE,NOTICE,WEB,TRUE,N,N,N,N,N,N,N,N,N,11-50,English
31948362,Standard, $ 265.71 ,4/2/2011,5/16/2011,2,FALSE,FALSE,FALSE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,N,N,Y,1-5,
32272268,Standard, $ 256.97 ,7/1/2011,3/5/2018,8,FALSE,FALSE,FALSE,NOTICE,WEB,TRUE,N,N,N,N,N,N,N,N,Y,1-5,English
5651534,Premier, $ 497.70 ,2/12/2013,9/17/1996,12,FALSE,FALSE,FALSE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,N,N,Y,51-100,English
5477118,Premier, $ 384.53 ,4/23/2013,4/12/1995,16,FALSE,FALSE,FALSE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,N,N,Y,11-50,English
109118121,Standard," $ 2,413.83 ",12/19/2010,4/18/1995,7,FALSE,FALSE,FALSE,NOTICE,BRANCH (POS),TRUE,N,N,N,N,N,N,N,Y,N, ,
11169369,Standard, $ 346.38 ,11/26/2011,1/29/1996,23,FALSE,TRUE,FALSE,NOTICE,MAIL,FALSE,N,N,N,N,N,N,N,N,Y,6-10,English
17433539,Premier, $ 260.28 ,7/13/2014,4/11/1995,23,FALSE,FALSE,FALSE,NOTICE,BRANCH (POS),TRUE,N,N,N,N,N,N,Y,N,Y,51-100,English
8863414,Standard, $ 453.83 ,8/18/2014,12/8/1995,16,FALSE,FALSE,FALSE,NOTICE,MAIL,FALSE,N,N,N,N,N,N,Y,N,N,51-100,English
19611829,Premier, $ 361.39 ,8/11/2011,12/11/1996,26,FALSE,TRUE,FALSE,NOTICE,WEB,TRUE,N,N,N,N,N,N,N,N,Y,6-10,English
28205470,Standard, $ 398.42 ,11/18/2010,7/19/1995,25,FALSE,FALSE,FALSE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,N,N,Y,6-10,English
15578491,Standard, $ 215.37 ,8/30/2012,4/7/1995,19,FALSE,FALSE,FALSE,NOTICE,SPRINT,FALSE,N,N,N,N,N,N,N,N,Y,1-5,
18432713,Standard," $ 1,875.54 ",12/17/2011,5/2/1996,9,FALSE,FALSE,FALSE,AUTO RENEW,WEB,TRUE,N,Y,N,N,N,N,N,N,Y,101-500,English
14908433,Premier, $ 305.89 ,9/11/2012,1/29/1996,24,FALSE,FALSE,FALSE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,N,N,Y,6-10,English
9366729,Premier, $ 757.08 ,8/17/2011,9/24/2003,15,FALSE,FALSE,FALSE,NOTICE,PHONE,TRUE,N,Y,N,N,N,N,N,N,Y,51-100,English
3228811,Standard, $ 309.44 ,1/10/2010,5/1/1996,16,FALSE,FALSE,FALSE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,N,N,Y,1-5,English
2384710,Premier, $ 465.80 ,6/23/2013,5/13/1996,19,TRUE,TRUE,TRUE,NOTICE,MAIL,FALSE,N,N,N,N,N,N,N,Y,Y,51-100,English
32620375,Standard, $ 724.00 ,3/16/2012,4/1/1995,15,FALSE,FALSE,FALSE,NOTICE,MAIL,FALSE,N,N,N,N,N,N,N,N,N,51-100,English
2478077,Standard, $ 197.67 ,4/8/2014,1/30/1996,15,TRUE,FALSE,TRUE,NOTICE,BRANCH (POS),TRUE,N,N,N,N,N,N,N,N,N,6-10,English
21823765,Premier, $ 394.82 ,10/17/2010,1/29/1996,9,FALSE,FALSE,FALSE,NOTICE,BRANCH (POS),TRUE,N,N,N,N,N,N,N,Y,Y,11-50,English
11223713,Premier, $ 357.79 ,9/7/2013,3/21/1971,17,FALSE,FALSE,FALSE,NOTICE,MAIL,FALSE,N,N,N,N,N,N,N,N,Y,11-50,English
28094048,Standard, $ 947.13 ,5/22/2013,10/4/1995,16,FALSE,FALSE,FALSE,NOTICE,MAIL,FALSE,N,N,N,N,N,N,N,Y,Y,101-500,English
17184830,Premier, $ 322.99 ,5/12/2012,7/18/1995,4,FALSE,FALSE,FALSE,NOTICE,MAIL,TRUE,N,N,N,N,Y,N,N,N,Y,6-10,English
23145371,Premier, $ 358.87 ,9/4/2014,9/13/2004,16,FALSE,FALSE,FALSE,NOTICE,MAIL,TRUE,Y,N,N,N,N,N,N,N,Y,51-100,English
31638122,Standard, $ 329.64 ,3/25/2012,4/18/2006,14,FALSE,FALSE,FALSE,NOTICE,PHONE,TRUE,N,N,N,N,N,N,N,Y,Y,6-10,English
27063193,Standard, $ 425.14 ,5/11/2010,3/21/1989,23,FALSE,FALSE,FALSE,NOTICE,WEB,TRUE,N,N,N,N,N,N,N,N,Y,6-10,English
22117765,Premier, $ 404.73 ,8/3/2012,9/17/2010,9,FALSE,FALSE,FALSE,AUTO RENEW,WEB,TRUE,Y,N,N,N,N,N,Y,N,Y,6-10,English
16453234,Premier, $ 148.88 ,6/28/2015,12/1/1995,21,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,FALSE,N,N,N,N,N,N,N,N,Y,1-5,
12763383,Premier, $ 310.72 ,8/8/2012,5/10/1996,16,FALSE,FALSE,FALSE,NOTICE,MAIL,FALSE,N,N,N,N,N,N,N,N,Y,6-10,English
18593513,Premier, $ 446.69 ,12/7/2009,6/27/1991,11,FALSE,FALSE,FALSE,NOTICE,WEB,TRUE,Y,N,N,N,N,N,N,N,Y,6-10,English
33354883,Premier," $ 2,090.33 ",1/5/2014,10/3/1995,9,FALSE,FALSE,FALSE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,N,N,N, ,
109054811,Standard," $ 2,834.67 ",5/5/2012,11/17/2006,7,FALSE,FALSE,FALSE,NOTICE,MAIL,FALSE,N,N,N,N,N,N,N,N,N, ,
5291195,Standard, $ 205.71 ,4/7/2014,12/11/1995,21,FALSE,TRUE,FALSE,AUTO RENEW,AUTO RENEW,TRUE,N,N,N,N,N,N,N,N,Y,1-5,English
12014300,Premier, $ 163.71 ,5/28/2016,4/12/1995,22,FALSE,FALSE,FALSE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,N,N,Y,11-50,English
4107801,Standard, $ 785.50 ,8/27/2011,4/1/1995,18,FALSE,FALSE,FALSE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,Y,N,N,51-100,English
41568065,Standard," $ 4,184.70 ",6/25/2011,5/1/1996,4,FALSE,TRUE,FALSE,AUTO RENEW,AUTO RENEW,TRUE,N,N,N,N,Y,N,Y,N,N, ,
22003136,Premier, $ 213.43 ,7/6/2014,5/15/1996,21,FALSE,FALSE,FALSE,NOTICE,WEB,TRUE,N,N,N,N,N,N,N,N,Y,6-10,English
3020344,Standard, $ 894.31 ,12/26/2010,1/30/1996,7,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,TRUE,N,N,N,N,N,N,N,N,Y,51-100,English
6708718,Premier, $ 568.60 ,4/28/2012,10/1/1995,9,FALSE,FALSE,FALSE,NOTICE,PHONE,TRUE,N,N,N,N,N,N,N,N,N,11-50,English
27763997,Standard, $ 375.41 ,6/9/2013,5/9/1996,19,FALSE,FALSE,FALSE,NOTICE,MAIL,FALSE,N,N,N,N,N,N,Y,N,Y,11-50,English
20733549,Standard," $ 3,117.17 ",9/17/2011,1/29/1996,5,FALSE,FALSE,FALSE,NOTICE,MAIL,FALSE,N,N,N,N,N,N,N,N,N, ,
12092716,Standard, $ 606.43 ,11/25/2011,1/29/1996,21,FALSE,FALSE,FALSE,NOTICE,MAIL,FALSE,N,N,N,N,N,N,N,N,Y,51-100,English
22451579,Standard, $ 737.01 ,5/15/2008,12/16/2002,16,FALSE,FALSE,FALSE,NOTICE,MAIL,FALSE,N,N,N,N,N,N,N,N,Y,11-50,English
3780830,Standard, $ 134.67 ,1/21/2016,5/7/1996,18,FALSE,TRUE,FALSE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,N,N,Y,6-10,
28353838,Standard, $ 440.51 ,7/11/2012,3/10/2016,16,FALSE,FALSE,FALSE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,Y,N,Y,11-50,English
24579912,Standard, $ 411.28 ,12/7/2012,1/30/1996,15,FALSE,TRUE,FALSE,NOTICE,WEB,TRUE,N,N,N,N,N,N,N,N,Y,11-50,English
53628979,Standard," $ 2,641.80 ",10/5/2013,6/30/1994,5,FALSE,FALSE,FALSE,NOTICE,MAIL,TRUE,N,Y,N,N,Y,N,N,Y,N, ,
13992526,Premier, $ 561.07 ,5/29/2012,1/13/1997,21,FALSE,FALSE,FALSE,NOTICE,MAIL,FALSE,N,N,N,N,N,N,N,N,Y,51-100,
15377073,Standard, $ 209.97 ,10/4/2015,1/14/1997,20,FALSE,FALSE,FALSE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,N,N,Y,11-50,English
22128295,Premier, $ 313.11 ,6/6/2012,1/30/1996,18,FALSE,FALSE,FALSE,NOTICE,BRANCH (POS),FALSE,Y,N,N,N,N,N,N,N,Y,11-50,English
32476639,Premier, $ 488.08 ,11/10/2011,10/5/1975,21,FALSE,FALSE,FALSE,NOTICE,MAIL,TRUE,Y,N,N,N,N,N,Y,N,Y,11-50,English
10811910,Premier, $ 326.02 ,4/20/2012,1/31/1996,19,FALSE,FALSE,FALSE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,N,N,Y,6-10,English
4912573,Premier, $ 341.01 ,1/4/2012,6/17/1996,9,FALSE,FALSE,FALSE,NOTICE,MAIL,FALSE,N,N,N,N,N,N,N,N,Y,6-10,English
6653033,Standard, $ 240.86 ,7/4/2013,12/11/1995,11,FALSE,FALSE,FALSE,AUTO RENEW,PHONE,TRUE,N,N,N,N,N,N,N,N,Y,1-5,
1253144,Standard," $ 3,300.44 ",8/1/2011,12/8/1995,1,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,FALSE,N,N,N,N,N,N,N,N,Y, ,
23142024,Standard, $ 494.53 ,2/25/2013,6/17/1996,19,FALSE,FALSE,FALSE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,N,N,Y,51-100,English
10711618,Premier, $ 518.00 ,10/18/2015,3/2/2015,22,FALSE,FALSE,FALSE,NOTICE,PHONE,TRUE,N,N,N,N,N,N,Y,N,Y,101-500,English
26197659,Standard, $ 357.79 ,9/7/2013,1/31/1996,22,FALSE,FALSE,FALSE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,N,N,Y,11-50,English
31094732,Standard, $ 193.44 ,10/29/2014,6/8/2016,18,FALSE,TRUE,FALSE,NOTICE,BRANCH (POS),TRUE,Y,N,N,N,N,N,Y,N,Y,11-50,English
10941719,Premier, $ 264.21 ,7/7/2013,5/14/1996,21,FALSE,TRUE,FALSE,NOTICE,WEB,TRUE,N,N,N,N,N,N,N,N,Y,6-10,English
33047372,Premier, $ 236.20 ,1/29/2012,1/11/1997,22,FALSE,FALSE,FALSE,NOTICE,MAIL,FALSE,N,N,N,N,N,N,Y,N,Y,1-5,Portuguese
53502781,Premier," $ 3,693.83 ",6/1/2010,1/14/1997,4,FALSE,FALSE,FALSE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,N,Y,N, ,
30530881,Premier, $ 189.14 ,12/27/2014,9/8/2004,22,FALSE,FALSE,FALSE,NOTICE,WEB,TRUE,Y,N,N,N,N,N,Y,N,Y,6-10,English
6549263,Standard, $ 303.33 ,6/13/2014,6/30/1994,18,FALSE,FALSE,FALSE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,N,N,Y,11-50,English
15846648,Premier, $ 515.12 ,12/4/2010,10/1/1995,17,TRUE,TRUE,TRUE,AUTO RENEW,AUTO RENEW,TRUE,Y,N,N,N,N,N,Y,N,Y,6-10,English
2563888,Premier, $ 354.38 ,9/30/2011,1/30/1996,16,FALSE,FALSE,FALSE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,N,N,Y,6-10,English
4517251,Standard, $ 389.58 ,1/21/2011,4/20/2010,18,FALSE,FALSE,FALSE,NOTICE,PHONE,FALSE,N,N,N,Y,N,N,N,N,Y,6-10,English
4779657,Premier, $ 246.58 ,5/20/2013,12/9/2014,9,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,TRUE,N,N,N,N,N,N,N,N,Y,1-5,English
13160085,Standard, $ 599.49 ,4/19/2010,1/31/1996,20,FALSE,FALSE,FALSE,NOTICE,MAIL,FALSE,N,N,N,N,N,N,N,N,Y,11-50,
28158867,Standard, $ 319.09 ,12/18/2012,9/17/1996,13,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,FALSE,N,Y,N,N,N,N,N,N,Y,1-5,English
2746939,Standard," $ 2,921.67 ",2/24/2012,9/17/1996,1,FALSE,FALSE,FALSE,NOTICE,MAIL,FALSE,N,N,N,N,N,N,Y,N,N, ,
30260322,Premier, $ 723.60 ,8/2/2010,1/30/1996,20,FALSE,FALSE,FALSE,NOTICE,MAIL,FALSE,N,N,N,N,N,N,N,N,Y,51-100,English
10099755,Premier, $ 338.65 ,1/21/2012,10/4/1995,12,FALSE,FALSE,FALSE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,N,N,Y,6-10,English
30391345,Premier, $ 606.47 ,11/25/2011,12/12/1996,23,TRUE,TRUE,TRUE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,Y,N,Y,51-100,English
3477056,Standard, $ 373.58 ,5/15/2011,11/25/2008,22,FALSE,FALSE,FALSE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,N,N,Y,6-10,English
23973187,Standard, $ 332.44 ,3/5/2012,12/12/1996,15,FALSE,FALSE,FALSE,NOTICE,MAIL,FALSE,N,N,N,N,N,N,N,N,Y,6-10,English
19594025,Premier, $ 938.83 ,7/17/2005,1/14/1997,17,FALSE,FALSE,FALSE,NOTICE,MAIL,FALSE,N,N,N,N,N,N,N,N,Y,11-50,English
6226916,Premier," $ 1,501.87 ",4/12/2010,12/11/1995,25,FALSE,FALSE,FALSE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,N,N,Y,101-500,English
8401820,Standard, $ 260.19 ,8/5/2013,5/21/1996,16,FALSE,FALSE,FALSE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,N,N,Y,6-10,English
23507341,Premier, $ 262.23 ,7/21/2013,5/30/2013,7,FALSE,FALSE,FALSE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,N,N,Y,6-10,Spanish
28710137,Standard, $ 539.71 ,3/24/2010,1/14/1997,24,FALSE,FALSE,FALSE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,N,N,N,6-10,English
2344278,Premier, $ 307.77 ,4/1/2015,9/17/1996,25,FALSE,FALSE,FALSE,NOTICE,WEB,TRUE,N,N,N,N,N,N,Y,N,Y,51-100,English
27518879,Standard, $ 501.83 ,1/26/2013,1/15/1997,22,FALSE,FALSE,FALSE,NOTICE,MAIL,FALSE,N,N,N,N,N,N,N,N,Y,51-100,English
2917921,Standard, $ 649.13 ,6/3/2011,12/13/1992,18,FALSE,FALSE,FALSE,NOTICE,IT,TRUE,N,N,N,N,N,N,N,N,Y,51-100,English
30833865,Standard, $ 245.97 ,4/2/2015,12/1/1995,17,FALSE,FALSE,FALSE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,N,N,Y,11-50,English
31864720,Standard, $ 671.70 ,6/17/2011,2/9/2007,23,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,TRUE,Y,N,N,N,N,N,N,N,Y,11-50,English
9127976,Standard, $ 252.67 ,9/28/2013,12/13/1988,21,FALSE,FALSE,FALSE,NOTICE,WEB,TRUE,N,N,N,N,N,N,N,N,Y,6-10,English
16849414,Premier," $ 1,748.33 ",10/12/2014,10/1/1995,8,TRUE,TRUE,TRUE,NOTICE,PHONE,TRUE,N,N,N,N,N,N,N,N,N, ,
4572736,Premier, $ 378.05 ,8/23/2012,1/7/2005,24,FALSE,FALSE,FALSE,NOTICE,BRANCH (POS),TRUE,N,N,N,N,N,N,N,N,Y,51-100,English
5152479,Standard, $ 205.80 ,12/6/2012,10/11/1980,21,FALSE,TRUE,TRUE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,N,N,Y,1-5,English
31296401,Standard, $ 663.23 ,4/7/2011,1/8/2015,13,FALSE,FALSE,FALSE,NOTICE,PHONE,FALSE,N,N,N,N,N,N,N,N,Y,51-100,English
4524860,Standard, $ 990.53 ,2/22/2013,6/17/1996,10,TRUE,TRUE,TRUE,NOTICE,WEB,TRUE,N,N,N,N,N,N,N,N,Y,101-500,English
6441133,Premier, $ 251.89 ,3/3/2015,5/20/1996,34,FALSE,FALSE,FALSE,NOTICE,MAIL,FALSE,N,N,N,N,N,N,N,N,Y,11-50,English
20450749,Premier, $ 274.65 ,4/23/2013,1/14/1997,22,TRUE,TRUE,TRUE,NOTICE,MAIL,TRUE,Y,N,N,N,N,N,N,N,Y,6-10,English
1654209,Premier," $ 1,651.00 ",12/30/2014,6/28/2001,3,FALSE,FALSE,FALSE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,N,N,N, ,
11075726,Premier," $ 2,753.67 ",7/10/2012,6/26/1992,1,TRUE,TRUE,TRUE,NOTICE,BRANCH (PHONE),TRUE,N,N,N,N,N,N,N,N,N, ,
2308767,Standard, $ 750.79 ,12/19/2011,1/14/1997,9,FALSE,FALSE,FALSE,NOTICE,WEB,TRUE,N,N,N,N,N,N,N,N,N,51-100,English
22997495,Standard, $ 516.84 ,1/21/2014,1/15/1997,23,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,TRUE,N,Y,N,N,N,N,N,Y,Y,11-50,English
17044664,Premier, $ 404.55 ,2/1/2012,6/17/1996,23,FALSE,TRUE,FALSE,NOTICE,WEB,TRUE,N,Y,N,N,N,N,Y,N,Y,6-10,English
3584520,Standard, $ 374.86 ,5/6/2011,1/14/1997,11,FALSE,FALSE,FALSE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,N,N,Y,6-10,English
6134948,Standard, $ 360.04 ,4/7/2013,1/14/1997,23,FALSE,FALSE,FALSE,AUTO RENEW,WEB,TRUE,N,N,N,N,N,N,N,N,Y,6-10,English
2651475,Standard, $ 450.62 ,11/24/2011,2/1/1996,5,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,FALSE,N,N,N,N,N,N,N,N,Y,6-10,
8427247,Standard," $ 2,143.27 ",1/1/2015,10/11/1995,7,FALSE,TRUE,FALSE,AUTO RENEW,AUTO RENEW,TRUE,N,N,N,N,N,N,N,N,N, ,
23695997,Standard, $ 644.93 ,6/20/2011,6/18/1996,17,FALSE,FALSE,FALSE,NOTICE,MAIL,FALSE,N,N,N,N,N,N,N,N,Y,51-100,English
53523893,Standard," $ 2,617.55 ",3/8/2014,2/1/1996,8,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,TRUE,N,N,N,N,N,N,N,N,N, ,
32169747,Premier, $ 269.35 ,4/18/2014,1/15/1997,10,FALSE,FALSE,FALSE,NOTICE,WEB,TRUE,N,Y,N,N,N,N,N,N,Y,6-10,English
4427011,Premier, $ 340.53 ,1/7/2012,1/15/1997,15,FALSE,FALSE,FALSE,NOTICE,MAIL,FALSE,N,N,N,N,N,N,Y,N,Y,6-10,English
1547622,Premier, $ 254.08 ,11/12/2014,7/5/1994,25,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,TRUE,N,N,N,N,N,N,N,N,Y,6-10,English
11243524,Premier, $ 629.97 ,8/21/2011,1/15/1997,25,FALSE,FALSE,FALSE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,Y,Y,Y,51-100,English
11160846,Premier," $ 2,661.50 ",9/24/2012,10/1/1995,1,TRUE,TRUE,TRUE,NOTICE,AUTO RENEW,TRUE,N,N,N,N,N,N,Y,N,N, ,
8474515,Standard," $ 1,927.47 ",4/18/2013,12/14/1995,22,FALSE,TRUE,FALSE,NOTICE,MAIL,TRUE,N,N,N,N,N,N,N,N,Y,500+,English
9275332,Premier, $ 258.13 ,6/19/2011,5/29/1987,20,FALSE,FALSE,FALSE,NOTICE,MAIL,FALSE,N,N,N,N,N,N,N,N,Y,1-5,English
23763937,Standard, $ 434.51 ,8/10/2012,12/18/1996,16,FALSE,FALSE,FALSE,NOTICE,MAIL,FALSE,N,N,N,N,N,N,N,N,Y,11-50,English
16340659,Standard, $ 807.73 ,9/25/2011,6/18/1996,15,FALSE,FALSE,FALSE,AUTO RENEW,AUTO RENEW,TRUE,N,N,N,N,N,N,N,N,Y,51-100,
11283897,Standard, $ 398.65 ,3/7/2012,12/15/1995,11,FALSE,FALSE,FALSE,NOTICE,WEB,TRUE,N,Y,N,N,N,N,N,N,Y,6-10,English
12982550,Standard, $ 280.96 ,10/5/2014,2/20/2015,18,FALSE,FALSE,FALSE,NOTICE,WEB,TRUE,N,N,N,N,N,N,N,N,Y,11-50,English
